URL,Keywords,Text
https://www.vice.com/en_us/article/4avjed/daily-horoscope-october-16-2021,"['sagittarius', 'horoscope', 'sign', 'today', 'libra', 'venus', 'mercury', 'pisces', 'connects', '2021', 'retrograde', 'moon', '16', 'daily']","We’re eager to feel good as the moon in Pisces squares off with sweet Venus in Sagittarius at 4:59 PM—just try no to over-indulge! Exciting connections take place as Mercury retrograde in Libra connects with Venus at 9:24 PM. Surprises may arrive as the moon connects with Uranus in Taurus at 11:14 PM.

All times ET.

Aries

The moon in Pisces encourages you to step back from your everyday responsibilities and relax! The energy is cheerful and friendly as Mercury retrograde in Libra connects with Venus in Sagittarius. You might reconnect with an old friend.

Taurus

The moon in Pisces illuminates the friendship sector of your chart, making it an exciting time to connect with people! Mercury retrograde in Libra connects with your ruling planet Venus in Sagittarius, finding you having some intriguing conversations.

Gemini

The moon in Pisces finds you focused on your career! This is an exciting time to connect with the public. Your ruling planet Mercury is retrograde in Libra and it connects with Venus in your opposite sign Sagittarius, which could find you revisiting a conversation or reconnecting with someone.

Cancer

The moon in fellow water sign Pisces finds you in a philosophical mood today. Mercury retrograde in Libra mingles with sweet Venus in Sagittarius, finding you reflecting on your goals, desires, and values.

Leo

You’re reflecting on closure today as the moon moves through Pisces, but there’s also a cheerful energy in the air as Mercury retrograde in Libra connects with sweet Venus in fellow fire sign Sagittarius. It’s a lovely time to reconnect with friends!

Virgo

The moon in Pisces lights up the relationship sector of your chart, finding you learning more about your partner’s perspective. The energy is cheerful as your ruling planet Mercury retrograde in Libra mingles with Venus in Sagittarius. Some surprising conversations could take place as the moon mingles with Uranus.

Libra

You’re busy tackling your to-do list as the moon moves through Pisces, and you’re revisiting old conversations as Mercury retrograde in your sign, Libra, mingles with your ruling planet Venus in Sagittarius. A friendly energy flows!

Scorpio

The moon is in fellow water sign Pisces today, illuminating the romance and creativity sector of your chart! Mercury retrograde in Libra mingles with Venus in Sagittarius, which bodes well for communication—though things could be delayed.

Sagittarius

You’re focused on your home and family life today as the moon moves through Pisces. Chatty Mercury, which is retrograde in Libra, mingles with love and money planet Venus in your sign, which could find you reconnecting with people from the past.

Capricorn

The moon in Pisces lights up the communication sector of your chart, and it’s a busy day for ideation as messenger planet Mercury, which is currently retrograde, connects with Venus in Sagittarius. There may be some delays, but it’s an inspiring time to brainstorm and revisit old ideas!

Aquarius

The moon in Pisces lights up the financial sector of your chart today, finding you focused on themes like money, abundance, and security. Mercury retrograde in Libra connects with Venus in Sagittarius, which could find you running into old friends!

Pisces

The moon is in your sign today Pisces! It’s a wonderful time to pamper yourself. Mercury retrograde in Libra connects with Venus in Sagittarius, finding you revisiting conversations about values and desires."
https://www.vice.com/en_us/article/y3da9j/abercrombie-and-fitch-2000s-style,"['company', 'brand', 'abercrombie', 'wait', 'cool', 'told', 'way', 'went', 'look', 'brands', 'jeffries', '2000s', 'fitch']","By nature and design, the Rec Room team is always trying to find more ‘fits that hit in that intersection of mobster chic, 90s slacker, and Guy Fieri-cor. You know, the kind of button-downs that can say both, ""I know the way to Flavortown"" and ""meet me at the skate park."" We're partial to cardigans that look broken in by My Cousin Vinny, but were woven just yesterday. So when I recently came across this *chef’s kiss* bowling button-down, I thought for sure that it must be some Bodega-vetted streetwear brand. It was effortless. It was a balancing act of burgundy, creamy stripes, and relaxed cotton. It was the mid-century deli man shirt of my dreams—and it was made by… Abercrombie & Fitch?

“MA’AM! Where have I been?” I Slacked my coworkers about this plot twist; “Have you seen how good the stuff is on Abercrombie lately?” There wasn’t the same cringe, fake-outdoorsy-preppy energy on their website. Instead, it was replaced with an airy aesthetic that hit a sweet spot between Tony Soprano and a chill uncle from Connecticut. We went from “You can’t sit with us,” to full Gabagool Cool real fast:

The prep element is still there. We’re still standing on bedrock of argyle and houndstooth polos and pullovers, but in a way that feels far more Tommy-Hillfiger-meets-heritage-menswear than 2000s preppy. But it's clear that some major changes—and dare I say, upgrades—have been made since the brand's peak in the late 90s and subsequent downfall in the 2010s.

For starters, the brand has a far more inclusive size range (XXS-XXXL) than it did from 1992 to 2014, when former CEO Mike Jeffries was in charge, and its take on basics has branched out from Frat Boy Brad. “Abercrombie was once mediated through recognition of the brand, and the cultural cache it carried,” a company spokesperson told VICE about this shift, “[and] when Fran Horowitz became our CEO in 2017, she completely turned our company, and the Abercrombie brand, on its head.” In lieu of popped, fuschia polo collars, we now have “Vegan Leather Dad Coats” that lean into normcore aesthetics:

There are old school, long-sleeved rugby tees, and sweater vests just begging for a gorpcore bucket hat:

And don’t forget the smattering of neutral, soft (yet well-tailored) tracksuits that could give Skims a run for its money:

None of this is happenstance, of course. When Jeffries left Abercrombie, the company had some serious soul searching to do; the former CEO’s stewardship had helped turn the brand into an icon of 2000s style, for better and for (much) worse, through hyper-sexualized campaigns, a discriminatory “look policy,” and Jeffries’ proclamation that “a lot of people don’t belong [in our clothes], and they can’t belong. Are we exclusionary? Absolutely.""

I was a 2000s teenager once. Sometimes Gen Zers will ask me if things [points to Tara Reid on US Weekly circa 2007] were “really that rough?” I only went into an actual Abercromie store two or three times in my adolescence, and admittedly, my memories of life in the Fierce Cologne mists of Avalon aren’t great; there was a very real, unspoken social contract that this was where the Hot People came for a Tiësto sound bath, where employees must look like Laguna Beach extras, and that the customers must aspire to that standard. Which is rough, especially if you’re a string bean with a retainer.

Those were the Dark Ages. Everything the brand’s new team has done to move on from that weird period, explained a spokesperson, has been rooted in scaling back, becoming more inclusive, and celebrating what the brand did well in its infancy. When David Abercrombie founded the brand in 1892, it was an outdoor specialty retailer, and the company was all about providing quality camping, hiking, and fishing goods. By the early 20th century, it had established a well-respected brand identity around the ethos of escaping from the city for a jaunt in nature. It wanted young people, even those shopping in banal suburban malls, to feel like an elevated, city mouse in the country; its corduroy, knit, and flannel pieces felt cozy, classic, and as ready for a hike in the woods as they were for the dive bar. New Abercrombie is just Old Abercrombie, but better, because it’s forward-looking:

“We've worked to prove that Abercrombie is not the exclusionary brand of the past,” the Abercrombie rep told me, explaining that the designs we’re seeing now are the product of a new, more symbiotic relationship with consumers combined with the brand’s nod to its heritage pieces, which is a fancy way of saying: They’re giving the people what they want. “We’re dedicated to creating a sense of belonging vs. fitting in and [more] focused on how our customers feel rather than how they look.”

Are there still preppy fits? You bet. But we're happily nostalgic for these looks, even if we weren't big fans of the people who wore them in tenth grade."
https://www.vice.com/en_us/article/4avke9/netflix-fires-trans-employee-who-was-organizing-walkout-over-chappelle-special,"['company', 'fires', 'chappelle', 'employee', 'told', 'closer', 'special', 'following', 'trans', 'organizing', 'verge', 'netflix', 'fired', 'walkout']","Following the backlash to Dave Chappelle's comedy special The Closer, Netflix has fired a trans employee who was organizing an upcoming walkout, as reported by The Verge.

Advertisement

This is not the first employee who has been penalized by Netflix for their unhappiness with Chappelle's special. Terra Field, a trans software engineer, was suspended following a viral Twitter thread about The Closer, though she was later reinstated. The Verge reports that this newly fired employee is also trans, as well as black and pregnant. Netflix told The Verge that it fired this employee over suspicion of leaking internal metrics to the press.

Do you work at Netflix? We'd love to hear from you. Contact the reporter at gita.jackson@vice.com or via Signal at 267-713-9832 for extra security.

""We have let go of an employee for sharing confidential, commercially sensitive information outside the company,"" Netflix told The Verge. ""We understand this employee may have been motivated by disappointment and hurt with Netflix, but maintaining a culture of trust and transparency is core to our company."""
https://www.vice.com/en_us/article/k784jx/coolest-new-drops-collabs-october-2021-balenciaga-simpsons,"['yellowpop', 'dropped', 'balenciaga', 'rayban', 'wear', 'stagg', 'stuff', 'x', 'world', 'keith', 'haring', 'wild', 'coolest', 'week']","Welcome back to our weekly whirlwind of all the bangin'-est brand-new drops to grace our wild, wild world. Last week, we saw Guess return to its Anna Nicole Smith-worshipping roots, mid-century masterminds and Marimekko team up with Adidas for perfectly patterned athleisure wear, among other shiny new things.

This week, we see Deadhead kitchen accessories, Lisa Simpson walking the Balenciaga runway, and artist/producer Arca making futuristic aviators with Ray-Ban. It's a wacky week for drops and collabs, and we're all about it. Read on, pick up what looks good, and march forth into the autumn breeze.

Balenciaga x The Simpsons

We like that Balenciaga is kind of the weird internet troll of the luxury designer world, from their IKEA-inspired tote bag to their apocalyptic runway shows. As they continue to up the ante, they've pulled the Simpsons into the creative maelstrom, not only launching an entire animated catwalk presentation but also releasing this line of Simpsons swag featuring Homer, Marge, Bart, Lisa, and all the rest. Is it cheap? No. (It’s Balenciaga!) But it’s instantly iconic, and definitely goes in the collab hall of fame.

Grateful Dead x Hedley & Bennett

Us? Mad at how sk8r boi culture has weirdly become obsessed with the Grateful Dead? Nah. We, too, get down with spinning American Beauty while we light up some Dad Grass. In fact, we're downright delighted by cult-fave kitchen-wear brand Hedley & Bennett's new dancing-bear-emblazoned aprons, which are the perfect gift for the Deadhead in your life who also doubles as the barbecue stepdad and the DIY sourdough bread master.

Arca x Ray-Ban Studios

Electronic musician Arca is known for her solo work and production for Björk, Kanye West, Frank Ocean, and FKA Twigs, but this time she takes her avant-garde sensibilities to Ray-Ban's classic aviators. Only 55 pairs are being released online in each style, so make sure to grab yours and wear them to brunch in Bushwick after staying up all night.

Otherland's seasonal Gilded Collection

We don't want to sound, like, cheugy or anything, but even our cynical, atheist asses cannot resist the allure of cozy-weather scented candles. We're not going to run out and buy a bunch of Yankee pumpkin spice jawns or anything, but we can get down with Otherland's annual collection of seasonal scents, which always sells out, and this year includes Old Fashioned (""plum brandy, worn leather, dried fruit"") and Sacred Dusk (""palo santo, crimson incense, cypress bark""). No nutmeg here, just stuff to make chilling at home in the cold weather a little more romantic (and the easiest gift idea ever).

Great Jones x Stagg x Fellow

Those Fellow Stagg EKG gooseneck kettles have become nothing short of a status symbol, and the same could be said for the colorful sheet pans and cookware from Great Jones, so it makes sense that all the brands teamed up and made this broccoli-green electric kettle that will become the essential conversation piece of your kitchen counter.

Yellowpop x Keith Haring

OK, so Keith Haring's pop art has shown up everywhere the last few years, from bongs to Abercrombie shirts. But we've gotta say, we're feeling this collab with Yellowpop, the online store for affordable neon art. We'll take the classic Haring barking dog or the Twisted Man in our effortlessly chic loft apartment, and the LOVE sign in the photobooth of our (currently hypothetical) wedding, because c'mon, that's sweet.

Yellowpop x Keith Haring Barking Dog by Keith Haring LED neon sign $390 at Yellowpop $390 at Yellowpop

BRB, shuffling off into the October night to see who has the gnarliest Halloween decorations. Catch ya next week!"
https://www.vice.com/en_us/article/bvzw43/brandon-fellows-capitol-rioter-represented-self-in-court,"['represented', 'wrong', 'judge', 'justice', 'york', 'mcfadden', 'told', 'court', 'rioter', 'jan', 'admitted', 'went', 'fellows', 'capitol']","Demonstrators attempt to enter the U.S. Capitol building during a protest in Washington, D.C., U.S., on Wednesday, Jan. 6, 2021. (Eric Lee/Bloomberg via Getty Images)

Want the best of VICE News straight to your inbox? Sign up here.

A Jan. 6 Capitol rioter admitted to new crimes he hadn’t been accused of during a court hearing this week, serving as yet another reminder of why you should never try to act as your own lawyer.

Brandon Fellows, a 27-year-old from Albany, New York, was charged with multiple crimes, including obstruction of an official proceeding, which could land him in prison for up to 20 years. Fellows is accused of entering the Capitol building during the Jan. 6 riot and was caught on video smoking cannabis in Oregon Sen. Jeff Merkley’s office.

Advertisement

But on Tuesday, while testifying in his own bond hearing—he admitted to preparing for the wrong kind of hearing—Fellows accidentally described to the court actions that could constitute more crimes: He admitted to listing the phone number of a New York state judge’s wife as his own in an attempt to get the judge dismissed from the case, based on a supposed “loophole” he read about online, according to Courthouse News.

Fellows also admitted to asking his lawyer if he should do that in his federal case. Fellows testified that his lawyer told him: “You did not find a loophole, Brandon, I promise you. If you do this with Judge [Trevor] McFadden, you will be arrested.”

Perhaps unsurprisingly, Fellows’ motion to have his bond status revoked was denied. McFadden told Fellows that he admitted to obstruction of justice and perjury on the stand.

“You’ve admitted to incredible lapses of judgment here on the stand, not least of which was seeking to disqualify a New York state judge,” McFadden, a U.S. District Court judge nominated by former President Donald Trump, told Fellows.

“You’ve engaged in a pattern of behaviors that shows contempt for the criminal justice system, and I just have no confidence that you will follow my orders if I release you.”

Fellows is one of several accused Capitol rioters who’ve fired their lawyers and chosen to represent themselves in court. He did so despite being repeatedly warned by his former public defender and by McFadden that doing so was a bad idea. Fellows did it anyway.

“Although, as Justice Blackmun says, I may be a fool to represent myself, I am nowhere near as big a fool as Joe Biden,” Fellows told the court last month.

Fellows was allowed out on bail, but he was rearrested in July after prosecutors said rambling, obscene voicemail messages for his pretrial services officer and her mother."
https://www.vice.com/en_us/article/93ye7z/the-anti-vax-movement-cant-wait-for-kyrie-irving-to-be-its-idol,"['irvings', 'antivaccine', 'nba', 'health', 'conspiracy', 'week', 'wait', 'movement', 'vaccine', 'black', 'cant', 'idol', 'irving', 'kyrie', 'mandates', 'antivax']","The Brooklyn Nets and their star player, Kyrie Irving, have continued an awkward dance this week: Irving doesn’t want to get vaccinated against COVID-19, and Nets leadership desperately doesn’t want to keep him off the court long term. He can't play in New York due to local mandates, though, and the team is unwilling to let him play part-time. Meanwhile, the leading lights of the anti-vaccine movement are eagerly keeping tabs on the battle, clearly hoping Irving will be the figurehead for the battle against vaccine mandates they’ve been waiting for.

Advertisement

Irving has become the biggest COVID vaccine holdout in the NBA, but hasn’t outlined the specific reasons for his refusal. An incredibly embarrassing piece of stenography in The Athletic this week attempted to “clarify” his stance by speaking to people “with direct knowledge” of Irving’s decision-making. (These people sounded a lot like they work in public relations and were trying to spin his decision in a way that would not put the phrase “anti-vaccine” in headlines next to Irving’s name.) Those unnamed inside sources told the publication that Irving is “not anti-vaccine and that his stance is that he is upset that people are losing their jobs due to vaccine mandates...To him, this is about a grander fight than the one on the court, and Irving is challenging a perceived control of society and people’s livelihood,” in The Athletic’s tortured phrasing.

All of this is very exciting for the far right, as VICE News has reported: Characters like Candace Owens and Donald Trump Jr. have voiced their support for Irving’s refusal, even after excoriating other things he’s previously stood for, including support for Black Lives Matter and supporting the water protectors who stood against the Dakota Access Pipeline on Standing Rock Sioux land.

Advertisement

But it’s even more thrilling for the anti-vaccine movement and the broader movement of health conspiracy theorists around them, who would like more basis for their continued insistence that COVID vaccine mandates are an infringement on the public’s civil rights and/or a globalist plot to enslave the human race. If Irving were benched all season for a team with championship aspirations, it would make for a very convenient talking point, which is why, across fringe publications and toxic Telegram channels, his decision-making is being tracked and supported. The author and health conspiracy theorist David Avocado Wolfe called Irving “the smartest guy in the NBA,” while the pseudo-scientific “health” site Health Impact News, which frequently traffics in conspiracy theories and bogus claims, praised Irving for “giving up over $100 million” to refuse the shot. (That’s not correct, but the decision is an expensive one: Irving is ineligible to play as long as he refuses the shot, and reportedly stands to lose $380,000 for missing a pre-season game. He may lose up to $15 million this season, CNN reports.)

Health Impact News editor Brian Shilhavy likened the NBA to “slave masters” and wrote, “The real reason the NBA and Nets are making this decision, is that they cannot afford the PR nightmare that would ensue for allowing an 'anti-vaxxer' to tour to other NBA cities and become a beacon of light for those who refuse to bow to the Globalists and their eugenics agenda.”

Advertisement

Irving’s own silence about why he doesn’t want to get vaccinated has allowed various people to pin their own motivations onto his decision. In a lengthy Instagram live video, Irving offered some general reasoning, involving an opposition to vaccine mandates and to being told what to do with his own body.

“Pay attention to what’s going on out in the real world,” he said, in part. “People are losing their jobs to these mandates. People are having to make choices with their own lives, which I respect.” He implied that he’d been told he’d be able to get an exemption, adding “What would you do? If you felt uncomfortable going into the season when you were promised that you would have exemptions or that you didn’t have to be forced to get the vaccine?” He added, a moment later: “This is one body that I get here, one God body that I get here. And you’re telling me what to do with my body?”

""It's not about being anti-vax or about being on one side or the other. It's about being true to what feels good for me,"" he said. (Refusing to take a safe, effective vaccine at a cost of millions of dollars and making an enormous public show of it seems, of course, to meet a reasonable definition of side-taking and being anti-vax.)

Advertisement

The site Green Med Info, another hub for health conspiracy theories, shared a link to a summary of Irving’s Instagram comments on Telegram, praising them as “EPIC.”

This isn’t Irving’s first foray into out-there ideas: He previously generated controversy for suggesting on a podcast that the Earth might be flat, before apologizing. This time, Irving seems to be taking some ideas from a fringe Instagrammer, as Rolling Stone’s Matt Sullivan reported, “liking Instagram posts from a conspiracy theorist who claims that ‘secret societies’ are implanting vaccines in a plot to connect Black people to a master computer for ‘a plan of Satan.’” (The idea that vaccines are a “death plan” or a depopulation scheme for Black people is something that the Nation of Islam began promoting in the 1960s. While vaccine skepticism is not generally more common in Black communities, both Black and Latinx people are less likely to be vaccinated against COVID-19 and more likely to be hospitalized with the disease. That’s due in part to a suspicion of the medical establishment because of the United States’ toxic legacy of medical racism and experimentation against those populations.)

A Black conspiracy influencer named Behizy, who’s recently spent more time trafficking in false claims on Gab and Telegram that the 2020 presidential elections were stolen, offered more praise for Irving, writing, “If Kyrie Irving’s teammates have any integrity and honor left, they should join him. #HoldTheLineKyrie.”

The phrasing “Hold the Line” is not coincidental; it’s also what anti-vaccine personalities have been urging Southwest pilots to do. The airline canceled thousands of flights this week citing bad weather and staffing issues; as the Associated Press reported, conservative politicians and anti-vaccine groups quickly began claiming that the airline’s staff were staging a “sickout” protest over vaccine mandates. (Southwest denies this, though how convincing you find the denial is possibly a matter of perspective.) The hashtag #holdtheline quickly became a rallying cry to urge them to refuse to get vaccinated.

Chaos, strife, and division over vaccine requirements are ultimately what the anti-vaccine movement wants, and high-profile dissenters like Irving serve those goals. This is perhaps why it's focusing less on the comments of Irving’s teammates who got vaccinated without incident and quietly moved on to doing their jobs, without added risk to each other, their staff, or their fans. That includes James Harden, who said in a press conference this week, “Kyrie believes in his beliefs, and he stands firm and strong on that. And for us, we respect it. We all love Ky. But as far as us, we have a job to do.”"
https://www.vice.com/en_us/article/jg8y3p/the-kelloggs-worker-in-this-viral-photo-told-us-why-hes-braving-the-storm,"['workers', 'hes', 'schultz', 'company', 'strike', 'stay', 'told', 'picket', 'viral', 'kelloggs', 'storm', 'braving', 'work', 'union', 'worker', 'week']","On the Clock On the Clock is Motherboard's reporting on the organized labor movement, gig work, automation, and the future of work. See More →

A grainy photo of a lone Kellogg’s factory worker holding a picket sign in a torrential downpour has gone viral on social media, amid a 1,400-worker strike that has shut down all of Kellogg’s ready-to-eat cereal factories in the United States.

Advertisement

The person in that photo is Jason Schultz, a 44-year-old forklift operator who works in packaging at the Kellogg’s factory in Omaha, Nebraska, where workers have been on strike since October 5. The factory makes 27 products, including Fruit Loops, Frosted Flakes, Corn Flakes, Special K, and Corn Pops.

When a rainstorm swept through Omaha this week, gusty winds blew union tents over, and many workers headed to their cars for shelter, but Schultz decided to stay on the picket and get drenched.

“I decided to stay out there because we had cars coming by, and that’s why we’re out there, to make sure everyone knows we’re not leaving,” Schultz told Motherboard. We are prepared to stay out one day longer than the company if that's what it takes.”

Advertisement

A strike capitain, Schultz, is in charge of ensuring that one of the factory’s six gates is manned 24/7 during the strike. This is for increasing the strike’s visibility to cars and people passing by, but also to prevent other workers from crossing their picket line, which is a violation of unionized workers’ contracts. (Kellogg’s has reportedly hired replacement workers, known as “scabs” to keep production going during the strike.)

Kellogg’s workers shut down factories in Nebraska, Pennsylvania, Tennessee, and Michigan last week after their union negotiators and the company failed to reach a contract agreement.

The company wants to expand a two-tier employment system, which offers less pay and benefits to new hires. Workers, whose union is the Bakery, Confectionary, Tobacco Workers, and Grain Millers International Union, worry that soon the company will push all workers into the lower tier.

Schultz said that 10 years ago, he followed his father to work at Kellogg’s in Omaha because it was a good-paying, secure job in the area. But things have since gone downhill. “I can’t say it’s what it used to be,” he said. “They’ve taken a lot away from new hires coming in, but we’re trying to get it back. It’s a good job if we get it equal again.”

These cuts coincide with severe understaffing, and managers forcing them to work overtime during the pandemic without a day off for months. During the pandemic. Schultz told Motherboard that he did not receive a day off for months, including weekends.

Advertisement

Meanwhile, Kellogg’s business has boomed during the COVID-19 lockdown. Last year, Kellogg’s CEO, Steve Cahillane, took home more than $11.6 million.

Kellogg’s strikers are receiving $105 a week from the union’s strike fund for the duration of the strike, not nearly enough to make ends meet. Workers are also receiving donations to their strike funds.

“We’ve got a lot of people who saved up ahead of time for the strike,” Shultz said. “Others have gotten part-time jobs. We’ve stressed to guys on the line that if they need to get a job, they can do that, because family comes first.”

Shultz said that between his shifts manning the gate, helping out other shifts, and taking care of his four step-kids at home, he hasn’t slept more than 30 minutes in the past three days."
https://www.vice.com/en_us/article/xgxe94/texas-advancing-bill-targeting-trans-kids-in-sports,"['state', 'health', 'kids', 'legislation', 'students', 'texasagain', 'trans', 'attack', 'texas', 'bill', 'intersex', 'birth']","Want the best of VICE News straight to your inbox? Sign up here.

Texas Republicans just keep passing bills about nonexistent problems.

On Thursday, the Texas state House voted to pass a law that will require K-12 public schools students to compete on sports teams that match the sex listed on their birth certificate. Currently, the University Interscholastic League, which oversees Texas school sports, accepts birth certificates that have been amended later in life; under this new bill, the only acceptable birth certificates would have to be received at or near the time of birth.

Advertisement

In other words, the bill would target transgender and intersex students’ ability to participate in sports that match their gender identity. And this is the fourth time this year that an arm of the Texas state Legislature, which is dominated by the GOP, has tried to pass a bill targeting trans and intersex kids in sports.

“Radical policies like the anti-transgender sports ban bill that target children for no reason other than to score political points, making the state less safe and desirable for families to live and work, putting businesses in the state at a competitive disadvantage,” Human Rights Campaign Texas State Director Rebecca Marques said in a statement. “Rather than focusing on urgent needs for Texans like fixing the fragile, failing electrical grid during three special sessions, the Legislature was hellbent on advancing a discriminatory and harmful agenda just to appease their primary base.”

Lawmakers in dozens of states this year introduced legislation that targeted trans and intersex kids. Several of these bills were aimed at cutting off their ability to access gender-affirming health care, while others, like the Texas legislation, were intended to restrict their ability to participate in school sports.

Multiple analyses have concluded, however, that there are relatively few trans youth athletes participating in sports. State legislators have also struggled to name instances where trans girls—a particular focus of these bills—were participating in sports. But Republicans have seized on trans children’s rights as a “culture war” issue that will animate their conservative voter base, even though bills targeting trans youth athletes are unpopular nationally.

There is also evidence that LGBTQ kids’ mental health is in real danger. A 2018 study published by the American Academy of Pediatrics found that almost half of trans female teenagers said they had attempted suicide. That number rose among trans male teenagers, as more than half said that they had tried to die of suicide. More than 40 percent of nonbinary young people said the same.

“If you care about mental health, and I know you do, then do this simple thing and not advance this piece of harmful legislation,” Texas state Rep. Mary E. González told legislators on the House floor Thursday, according to the Texas Tribune. “We actually also know that this is a nonissue, that there is no issue with transgender and intersex students playing sports.”"
https://www.vice.com/en_us/article/z3xj9y/capital-police-officer-arrested-aiding-january-6-rioter,"['riots', 'whos', 'man', 'justice', 'arrested', 'charges', 'warned', 'told', 'rioter', 'aiding', 'riley', 'capitol', 'officer']","Pro-Trump supporters storm the U.S. Capitol following a rally with President Donald Trump on January 6, 2021 in Washington, DC. (Photo by Samuel Corum/Getty Images)

Want the best of VICE News straight to your inbox? Sign up here.

A U.S. Capitol Police officer was arrested Friday for allegedly warning a rioter to destroy evidence that they’d made it into the Capitol on January 6.

Officer Michael A. Riley, an officer with more than two decades on the force, was charged with obstruction of justice for Facebook messaging an alleged rioter and warning them to delete posts that said they’d been in the Capitol. Riley is the first Capitol officer who’s been arrested for charges stemming from the January 6 riots, according to the U.S. Capitol Police.

Advertisement

According to the indictment, Riley friended a man on Facebook who’d posted selfies and other evidence that he was in the Capitol during the riots and warned him to take the posts down so as to avoid possible charges.

He identified himself as a Capitol officer “who agrees with your political stance,” and told him to “take down the part about being in the building.”

When that individual was charged, Riley warned him of the charges and had a 23-minute phone call. That person then told others that his and their charges would only involve trespassing. At one point someone else sent Riley a video of that man smoking weed in Congress, and Riley said he already knew about it.

“Next time you want to come to D.C., just call me. You can stay at my house on the shore for free and bring your daughter to the museums. If you want to see the capitol building lets do it legally next time… i know a guy who can get you a tour...lol,” Riley sent in one message. “Its behind you now...lesson learned!”

Riley and the man continued to exchange friendly messages for more than two weeks. When the man warned Riley that he’d told the FBI of their conversations, Riley then deleted all of their Facebook direct messages. He seemingly tried to cover up for his previous actions by claiming the man had misled him about how he wound up in the building and blasted him for “smoking weed and acting like a moron” in the Capitol before saying he wouldn’t be in touch with him anymore.

Advertisement

Riley was arraigned Friday afternoon on two charges of obstruction of justice, each of which carries a maximum penalty of 20 years in prison and $250,000 fines. He’s hired David Benowitz, a D.C. criminal attorney who’s represented multiple Capitol riot defendants, as his counsel. He was released pending trial and is due back in court on October 26.

The Capitol Police said they placed Riley on administrative leave Friday upon his arrest.

“Obstruction of Justice is a very serious allegation. The Department was notified about this investigation several weeks ago,” U.S. Capitol Police Chief Tom Manger said in a statement. “Upon his arrest, the officer was placed on administrative leave pending the completion of the case. The USCP’s Office of Professional Responsibility will then open an administrative investigation.”

Riley currently serves on the Capitol Police’s K-9 Unit. He was named “Officer of the Month” back in 2011 for performing CPR on another injured officer.

While Riley is the first Capitol officer who’s been arrested for charges stemming from the January 6 riots, he’s not the only one who’s come under suspicion of aiding the rioters."
https://www.vice.com/en_us/article/pkb7w9/best-deals-october-2021-bose-levis-smeg-the-north-face,"['isnt', 'deals', 'sales', 'levis', 'toys', 'perfect', 'dope', 'sex', 'best', 'right', 'fall', 'sale', 'jackets', 'youre', 'smeg', 'retro', 'week']","Stupid-hot deals on all of our favorite stuff. See More →

Gird your tender loins—it’s Thursday, which means we’re galloping down to the General Store of Sales and not leaving until we’ve filled our proverbial saddlebags with enough deals, deals, deals on sex toys, fall wardrobe staples, and retro kitchen gear to feed, clothe, and lend a “helping hand” to an entire army.

That's right—it's time for this week's best stuff that's on sale, where we captain our virtual shrimp trawler through all the on-sale goodiez on the wild wild web and compile a list of our faves. Last week’s deals saw us traipsing through the world of camping gear and chore coats. This week, we’re peepin’ Bose Sleepbuds, vintage-inspired jackets, and tabletop grills that are perfect for spooky-season cookouts. Enjoy, fellow serotonin-seekers!

Not that kind of “sleepbud”

If you, too, have recently been waking up to the sound of a construction crew demolishing the building that’s connected to yours, you’re in luck. Bose Sleepbuds—which are 20% off right now—fill your sweet little ear-holes with relaxing, snoozle-inducing sounds that use clinically proven sleep tech to help you fall asleep faster, and stay asleep longer. This way, you can get a head start on dreaming about what you’re going to be for Halloween this year.

BIG BERTHA COMMANDS YOU...

… To stay hydrated, my dude. Believe it or not, the “Big Bertha” Mobot Foam Roller Water Bottle, though it does hold 40 ounces of liquid, isn’t specifically designed for malt liquor. No, it’s made to keep you hydrated, and also doubles as a literal foam roller that you can bring anywhere. It’s also 40% off right now. Disclaimer: Any weird looks you might get while rolling out on the floor of your local supermarket are not included.

Spooky season sex toys

Ella Paradis is basically giving away some of their most highly rated sex toys when you use the code FALL at checkout. Perhaps the item missing from your autumnal arsenal is the Better Love Blowfish Clitoral Stimulator? It features a “magic tongue” and a clitoral-stimulating sucking function—it’s a whopping 70% off right now. (Why does nobody invite us to the sucking function?)

Breakfast, but make it retro

Everyone wishes they had a Smeg fridge, but not all of us—or any of us—can afford to purchase a four-pack of IPAs, let alone a new fridge to plop them in. (And if you do have the cash to buy a Smeg refrigerator, you should probably be shopping for like, ridiculously expensive mirrors or something.) Instead, pick up this on-sale, retro toaster to give your countertop a vintage, 50s-inspired look, or snag the also-on-sale Smeg coffee maker to give your kitchen some, ahem, fresh new drip.

Levi us alone

We can’t come to the phone right now, we’re too busy driving a load across the country and falling in love at rest stops. This Levi's Men's Trucker Jacket is 43% off right now and makes the perfect addition to your fall wardrobe—although you'll end up wearing it year-round.

Gorp isn’t a phase, it’s a lifestyle

If you’re not hip to the gorp game, what are you doing with your life? The North Face 95 Retro Denali Jacket is 54% off at the moment ,and is probably what your dad was wearing whilst he hit on people at the ski lodge bar. Follow in his hoof steps, young mountain goat.

These sales just bespoke to us

First of all, home isn’t where the heart is—it’s where the ivory sheepskin is. Don’t have one yet? Fear not: We are your shepherd. This one from Farmhouse Pottery is on sale and available on one of our fave outdoorsy-stuff sites, Bespoke Post. It’ll be perfect for draping around your shoulders while you tend to the meat that’ll be sizzling away on your Berghoff Tabletop Grill, which is also on sale at Bespoke Post. Yerrrrrrrr welcome.

Pull your anchor and hoist these sales—it’s time to shop."
